opportunity_id,account_id,lead_id,owner,product_id,estimated_quantity,created_date,estimated_close_date,stage,probability_pct,status,actual_close_date,actual_value_irr,lose_reason,estimated_value_irr
OPP00575,ACC0070,LEAD01574,E0096,P009,17,2025-11-07,2025-12-19,4-Close,0.0,Lost,2025-12-15,,Price,30530046
OPP00576,ACC0033,LEAD01576,E0100,P002,27,2025-07-07,2025-09-03,4-Close,0.0,Lost,2025-09-12,,Timing / Postponed,149209179
OPP00577,ACC0020,LEAD01577,E0018,P004,11,2025-01-02,2025-01-31,4-Close,1.0,Won,2025-02-03,85201031.0,,88206883
OPP00578,ACC0039,LEAD01579,E0099,P004,21,2025-07-19,2025-08-20,4-Close,0.0,Lost,2025-08-15,,Went With In-house Supply,161888916
OPP00579,ACC0017,LEAD01580,E0163,P017,8,2025-01-09,2025-02-20,4-Close,0.0,Lost,2025-02-28,,No Budget,90062118
OPP00580,ACC0044,LEAD01583,E0096,P014,20,2025-02-20,2025-03-29,4-Close,0.0,Lost,2025-04-07,,No Budget,238380692
OPP00581,ACC0034,LEAD01586,E0173,P009,134,2024-06-19,2024-10-22,4-Close,0.0,Lost,2024-10-17,,No Budget,228779088
OPP00582,ACC0002,LEAD01587,E0099,P017,8,2024-01-21,2024-03-16,4-Close,0.0,Lost,2024-03-07,,No Budget,86882842
OPP00583,ACC0065,LEAD01591,E0057,P003,20,2024-07-20,2024-08-20,4-Close,1.0,Won,2024-08-18,124478970.0,,120177627
OPP00584,ACC0058,LEAD01594,E0172,P007,34,2024-11-07,2024-12-13,4-Close,1.0,Won,2024-12-22,68931785.0,,70154381
OPP00585,ACC0012,LEAD01596,E0014,P011,56,2025-01-27,2025-05-03,4-Close,0.0,Lost,2025-05-13,,Timing / Postponed,597484965
OPP00586,ACC0045,LEAD01597,E0122,P003,43,2025-10-08,2026-03-19,3-Propose,0.73,Open,,,,263448193
OPP00587,ACC0010,LEAD01599,E0148,P003,34,2025-10-15,2025-11-16,4-Close,0.0,Lost,2025-11-10,,No Budget,213365517
OPP00588,ACC0058,LEAD01600,E0057,P017,137,2024-07-13,2024-08-28,4-Close,0.0,Lost,2024-09-03,,Price,1579129549
OPP00589,ACC0011,LEAD01601,E0172,P017,16,2024-06-27,2024-11-29,4-Close,0.0,Lost,2024-11-28,,Price,195688452
OPP00590,ACC0035,LEAD01604,E0096,P013,8,2025-08-12,2025-09-07,4-Close,0.0,Lost,2025-09-07,,No Budget,71748490
OPP00591,ACC0050,LEAD01609,E0052,P002,5,2024-05-05,2024-06-03,4-Close,0.0,Lost,2024-06-08,,No Budget,26766452
OPP00592,ACC0064,LEAD01610,E0032,P014,36,2024-06-28,2024-09-09,4-Close,0.0,Lost,2024-09-09,,Went With In-house Supply,446318395
OPP00593,ACC0008,LEAD01611,E0009,P016,24,2025-01-29,2025-03-07,4-Close,0.0,Lost,2025-03-15,,No Budget,262861261
OPP00594,ACC0044,LEAD01613,E0018,P007,10,2024-01-23,2024-02-20,4-Close,0.0,Lost,2024-02-25,,No Budget,19749310
OPP00595,ACC0044,LEAD01614,E0014,P012,17,2025-05-08,2025-05-31,4-Close,1.0,Won,2025-06-09,50738694.0,,54437620
OPP00596,ACC0053,LEAD01616,E0126,P011,14,2024-12-30,2025-01-29,4-Close,0.0,Lost,2025-02-07,,Timing / Postponed,136735496
OPP00597,ACC0021,LEAD01618,E0099,P007,29,2025-03-02,2025-03-19,4-Close,1.0,Won,2025-03-22,59354326.0,,62200568
OPP00598,ACC0048,LEAD01620,E0163,P007,27,2024-11-01,2024-12-22,4-Close,0.0,Lost,2024-12-17,,Lost to Competitor,50150248
OPP00599,ACC0015,LEAD01622,E0018,P005,32,2024-03-17,2024-04-19,4-Close,0.0,Lost,2024-04-21,,Went With In-house Supply,278432393
OPP00600,ACC0069,LEAD01623,E0119,P013,16,2024-04-03,2024-08-05,4-Close,0.0,Lost,2024-08-11,,No Budget,154675832
OPP00601,ACC0061,LEAD01624,E0009,P003,31,2025-10-03,2025-10-27,4-Close,1.0,Won,2025-10-22,173152121.0,,182007682
OPP00602,ACC0048,LEAD01625,E0032,P006,21,2025-06-17,2025-07-11,4-Close,0.0,Lost,2025-07-11,,Price,32503146
OPP00603,ACC0053,LEAD01626,E0028,P011,9,2025-05-02,2025-06-08,4-Close,0.0,Lost,2025-06-14,,Went With In-house Supply,91311563
OPP00604,ACC0068,LEAD01629,E0009,P011,8,2025-01-23,2025-05-08,4-Close,0.0,Lost,2025-05-14,,Price,75072957
OPP00605,ACC0012,LEAD01639,E0119,P001,12,2024-11-15,2025-02-14,4-Close,0.0,Lost,2025-02-23,,Went With In-house Supply,54665245
OPP00606,ACC0036,LEAD01641,E0057,P007,31,2025-12-18,2026-01-30,2-Develop,0.32,Open,,,,59634553
OPP00607,ACC0012,LEAD01645,E0096,P017,89,2025-12-18,2026-05-25,1-Qualify,0.18,Open,,,,965735378
OPP00608,ACC0014,LEAD01651,E0018,P008,24,2024-05-12,2024-06-11,4-Close,1.0,Won,2024-06-20,55095580.0,,59407135
OPP00609,ACC0006,LEAD01655,E0052,P013,19,2024-12-29,2025-01-15,4-Close,0.0,Lost,2025-01-15,,No Budget,176346021
OPP00610,ACC0051,LEAD01658,E0085,P009,79,2024-03-31,2024-07-12,4-Close,0.0,Lost,2024-07-06,,Went With In-house Supply,129042555
OPP00611,ACC0038,LEAD01661,E0099,P014,34,2025-09-22,2025-11-12,4-Close,0.0,Lost,2025-11-26,,Went With In-house Supply,421132044
OPP00612,ACC0057,LEAD01669,E0148,P013,2,2024-12-11,2025-03-04,4-Close,0.0,Lost,2025-03-08,,No Budget,18948308
OPP00613,ACC0059,LEAD01673,E0096,P010,5,2025-07-09,2025-09-06,4-Close,1.0,Won,2025-09-02,14703416.0,,14079436
OPP00614,ACC0035,LEAD01675,E0089,P012,29,2025-01-19,2025-02-03,4-Close,1.0,Won,2025-02-03,94219091.0,,100708900
OPP00615,ACC0054,LEAD01684,E0032,P008,7,2024-12-22,2025-03-18,4-Close,1.0,Won,2025-03-15,15948094.0,,17288132
OPP00616,ACC0024,LEAD01685,E0014,P004,23,2025-11-26,2026-02-13,2-Develop,0.39,Open,,,,175538216
OPP00617,ACC0058,LEAD01687,E0119,P001,12,2025-08-08,2025-08-30,4-Close,0.0,Lost,2025-09-12,,No Budget,55217866
OPP00618,ACC0008,LEAD01689,E0032,P009,8,2024-02-21,2024-04-20,4-Close,1.0,Won,2024-05-01,12529221.0,,13527311
OPP00619,ACC0051,LEAD01691,E0057,P013,18,2025-07-29,2025-12-16,4-Close,0.0,Lost,2025-12-19,,Timing / Postponed,181451868
OPP00620,ACC0052,LEAD01692,E0122,P012,63,2024-01-21,2024-05-18,4-Close,1.0,Won,2024-05-16,199277989.0,,206203501
OPP00621,ACC0051,LEAD01693,E0052,P009,25,2024-10-25,2025-01-01,4-Close,0.0,Lost,2025-01-05,,Lost to Competitor,43972334
OPP00622,ACC0015,LEAD01697,E0100,P011,85,2024-03-18,2024-04-15,4-Close,0.0,Lost,2024-04-28,,Lost to Competitor,877948399
OPP00623,ACC0067,LEAD01698,E0018,P014,37,2024-04-15,2024-05-11,4-Close,0.0,Lost,2024-05-04,,Timing / Postponed,442073950
OPP00624,ACC0020,LEAD01700,E0032,P003,49,2025-05-27,2025-07-03,4-Close,1.0,Won,2025-07-03,295164457.0,,315703213
OPP00625,ACC0024,LEAD01703,E0099,P006,59,2025-06-24,2025-10-17,4-Close,0.0,Lost,2025-10-26,,Lost to Competitor,84752560
OPP00626,ACC0018,LEAD01705,E0163,P014,81,2024-01-26,2024-03-04,4-Close,1.0,Won,2024-03-02,999368265.0,,1018904750
OPP00627,ACC0050,LEAD01706,E0122,P004,16,2025-03-21,2025-04-26,4-Close,1.0,Won,2025-05-10,122019914.0,,119016991
OPP00628,ACC0041,LEAD01709,E0052,P015,87,2025-01-02,2025-02-05,4-Close,0.0,Lost,2025-02-05,,Went With In-house Supply,1527166465
OPP00629,ACC0002,LEAD01710,E0059,P015,24,2024-11-06,2024-12-19,4-Close,0.0,Lost,2024-12-18,,Timing / Postponed,435385586
OPP00630,ACC0037,LEAD01711,E0014,P012,50,2024-05-16,2024-06-28,4-Close,0.0,Lost,2024-07-09,,Timing / Postponed,154503146
OPP00631,ACC0048,LEAD01713,E0059,P009,46,2024-01-25,2024-02-14,4-Close,1.0,Won,2024-02-10,76103616.0,,78787210
OPP00632,ACC0062,LEAD01714,E0122,P003,32,2025-06-22,2025-07-14,4-Close,0.0,Lost,2025-07-17,,No Budget,186595048
OPP00633,ACC0069,LEAD01717,E0148,P002,11,2025-01-22,2025-07-03,4-Close,0.0,Lost,2025-07-09,,Price,56749327
OPP00634,ACC0049,LEAD01723,E0014,P005,21,2024-12-18,2025-01-15,4-Close,0.0,Lost,2025-01-15,,Price,187278642
OPP00635,ACC0058,LEAD01724,E0163,P005,16,2024-10-28,2024-12-20,4-Close,1.0,Won,2024-12-24,156279831.0,,151200248
OPP00636,ACC0038,LEAD01725,E0028,P015,38,2025-05-17,2025-07-13,4-Close,1.0,Won,2025-07-19,703448547.0,,709419502
OPP00637,ACC0020,LEAD01728,E0172,P003,55,2025-04-28,2025-05-31,4-Close,1.0,Won,2025-06-07,306286870.0,,311501112
OPP00638,ACC0020,LEAD01729,E0172,P017,7,2024-06-28,2024-07-28,4-Close,1.0,Won,2024-07-31,82219839.0,,81878274
OPP00639,ACC0014,LEAD01736,E0096,P001,13,2024-07-29,2024-08-30,4-Close,0.0,Lost,2024-09-06,,No Budget,57837001
OPP00640,ACC0016,LEAD01738,E0057,P015,22,2024-06-30,2024-08-05,4-Close,1.0,Won,2024-07-31,398662483.0,,438336254
OPP00641,ACC0004,LEAD01739,E0163,P007,42,2024-04-17,2024-05-26,4-Close,1.0,Won,2024-05-29,73510700.0,,78810566
OPP00642,ACC0067,LEAD01746,E0119,P016,49,2024-08-20,2024-10-01,4-Close,0.0,Lost,2024-09-26,,Went With In-house Supply,540332023
OPP00643,ACC0047,LEAD01747,E0126,P007,61,2025-10-26,2025-11-20,4-Close,0.0,Lost,2025-11-28,,Timing / Postponed,116702434
OPP00644,ACC0043,LEAD01748,E0089,P007,38,2025-03-02,2025-04-29,4-Close,0.0,Lost,2025-05-02,,Timing / Postponed,73194477
OPP00645,ACC0049,LEAD01751,E0161,P002,20,2025-04-22,2025-05-23,4-Close,1.0,Won,2025-05-29,102028558.0,,97725823
OPP00646,ACC0062,LEAD01754,E0173,P011,245,2024-04-09,2024-04-25,4-Close,0.0,Lost,2024-04-25,,Price,2297299982
OPP00647,ACC0063,LEAD01756,E0172,P015,11,2024-04-04,2024-07-28,4-Close,0.0,Lost,2024-07-26,,Timing / Postponed,220452724
OPP00648,ACC0048,LEAD01758,E0163,P015,6,2024-02-17,2024-04-05,4-Close,0.0,Lost,2024-04-14,,Timing / Postponed,111607212
OPP00649,ACC0048,LEAD01763,E0100,P011,59,2025-05-29,2025-07-11,4-Close,1.0,Won,2025-07-13,582141946.0,,634740010
OPP00650,ACC0051,LEAD01767,E0100,P007,286,2025-03-27,2025-08-19,4-Close,0.0,Lost,2025-08-21,,Price,576824712
OPP00651,ACC0007,LEAD01768,E0172,P009,7,2025-03-02,2025-05-05,4-Close,1.0,Won,2025-05-08,11212065.0,,12166419
OPP00652,ACC0048,LEAD01772,E0059,P002,87,2025-03-28,2025-04-22,4-Close,0.0,Lost,2025-04-28,,No Budget,469325635
OPP00653,ACC0045,LEAD01774,E0172,P015,11,2025-05-31,2025-09-28,4-Close,0.0,Lost,2025-09-27,,Price,221194236
OPP00654,ACC0032,LEAD01777,E0173,P009,23,2025-10-08,2025-11-24,4-Close,1.0,Won,2025-12-03,36402129.0,,38008211
OPP00655,ACC0053,LEAD01779,E0052,P009,42,2025-03-28,2025-05-21,4-Close,0.0,Lost,2025-05-22,,Went With In-house Supply,74642932
OPP00656,ACC0039,LEAD01783,E0085,P006,30,2025-07-02,2025-08-01,4-Close,1.0,Won,2025-07-27,46373200.0,,47387995
OPP00657,ACC0061,LEAD01788,E0172,P011,21,2025-03-31,2025-04-15,4-Close,0.0,Lost,2025-04-08,,Went With In-house Supply,217355377
OPP00658,ACC0032,LEAD01792,E0126,P003,36,2024-10-15,2024-11-30,4-Close,0.0,Lost,2024-11-30,,Lost to Competitor,230785738
OPP00659,ACC0068,LEAD01793,E0100,P002,36,2024-03-10,2024-05-08,4-Close,1.0,Won,2024-05-17,167005815.0,,181170406
OPP00660,ACC0038,LEAD01794,E0059,P010,22,2025-12-08,2026-01-27,2-Develop,0.32,Open,,,,65886295
OPP00661,ACC0067,LEAD01795,E0032,P008,17,2024-05-01,2024-05-28,4-Close,0.0,Lost,2024-05-30,,Went With In-house Supply,38039629
OPP00662,ACC0012,LEAD01796,E0099,P008,17,2025-01-26,2025-05-02,4-Close,1.0,Won,2025-05-02,36525268.0,,39741133
OPP00663,ACC0025,LEAD01799,E0032,P016,9,2025-07-23,2025-09-22,4-Close,0.0,Lost,2025-09-27,,Timing / Postponed,96556146
OPP00664,ACC0045,,E0173,P013,5,2024-04-30,2024-08-10,4-Close,0.0,Lost,2024-08-14,,No Budget,45776449
OPP00665,ACC0003,,E0122,P002,4,2024-06-23,2024-07-13,4-Close,0.0,Lost,2024-07-15,,Timing / Postponed,20645218
OPP00666,ACC0035,,E0126,P014,12,2025-09-25,2025-10-14,4-Close,0.0,Lost,2025-10-05,,Timing / Postponed,158671621
OPP00667,ACC0033,,E0161,P003,16,2024-04-16,2024-05-20,4-Close,1.0,Won,2024-05-27,87544529.0,,89965878
OPP00668,ACC0053,,E0126,P010,21,2024-11-11,2024-12-11,4-Close,0.0,Lost,2024-12-10,,Timing / Postponed,59475265
OPP00669,ACC0026,,E0100,P013,15,2024-06-04,2024-07-05,4-Close,0.0,Lost,2024-07-10,,Lost to Competitor,146344300
OPP00670,ACC0039,,E0085,P012,44,2024-06-12,2024-07-05,4-Close,0.0,Lost,2024-07-11,,Timing / Postponed,138732472
OPP00671,ACC0035,,E0028,P008,6,2025-06-25,2025-07-22,4-Close,0.0,Lost,2025-07-26,,Lost to Competitor,14631090
OPP00672,ACC0028,,E0173,P005,32,2025-12-14,2026-02-20,2-Develop,0.35,Open,,,,284482690
OPP00673,ACC0010,,E0148,P003,12,2025-05-16,2025-06-24,4-Close,1.0,Won,2025-06-20,75666668.0,,73545510
OPP00674,ACC0022,,E0126,P013,5,2024-03-05,2024-04-06,4-Close,0.0,Lost,2024-04-02,,Timing / Postponed,48825837
OPP00675,ACC0052,,E0059,P008,60,2025-01-28,2025-03-28,4-Close,0.0,Lost,2025-04-03,,Price,136196844
OPP00676,ACC0010,,E0057,P003,183,2025-01-18,2025-02-02,4-Close,1.0,Won,2025-02-06,1063676165.0,,1157381526
OPP00677,ACC0010,,E0032,P003,72,2025-07-09,2025-08-17,4-Close,0.0,Lost,2025-08-26,,Price,455320810
OPP00678,ACC0064,,E0096,P008,25,2025-01-11,2025-03-28,4-Close,0.0,Lost,2025-03-22,,Price,56188091
OPP00679,ACC0070,,E0032,P009,16,2025-11-15,2026-01-10,4-Close,0.85,Open,,,,25223399
OPP00680,ACC0056,,E0014,P008,45,2024-08-08,2024-09-08,4-Close,0.0,Lost,2024-09-08,,Timing / Postponed,102334663
OPP00681,ACC0039,,E0052,P004,16,2025-11-16,2025-12-01,4-Close,1.0,Won,2025-12-06,120207521.0,,123065160
OPP00682,ACC0020,,E0099,P002,7,2024-06-19,2024-07-21,4-Close,1.0,Won,2024-07-28,34503486.0,,36446050
OPP00683,ACC0049,,E0172,P016,63,2025-01-20,2025-02-13,4-Close,0.0,Lost,2025-02-19,,No Budget,688336379
OPP00684,ACC0032,,E0173,P010,63,2024-08-05,2024-09-22,4-Close,1.0,Won,2024-10-02,208440079.0,,204059216
OPP00685,ACC0002,,E0099,P006,48,2025-12-04,2026-01-30,2-Develop,0.36,Open,,,,76320580
OPP00686,ACC0049,,E0096,P001,33,2025-09-26,2025-10-13,4-Close,1.0,Won,2025-10-18,143206277.0,,138605427
OPP00687,ACC0046,,E0126,P003,17,2024-04-17,2024-07-25,4-Close,0.0,Lost,2024-07-20,,Price,97550923
OPP00688,ACC0062,,E0014,P001,8,2024-02-06,2024-03-05,4-Close,0.0,Lost,2024-03-10,,Went With In-house Supply,32942097
OPP00689,ACC0061,,E0085,P002,68,2025-12-14,2026-01-03,4-Close,0.86,Open,,,,367776236
OPP00690,ACC0024,,E0028,P013,7,2024-03-20,2024-05-30,4-Close,0.0,Lost,2024-05-28,,Went With In-house Supply,62916741
OPP00691,ACC0035,,E0085,P009,39,2025-11-24,2025-12-10,4-Close,1.0,Won,2025-12-16,59340000.0,,62802356
OPP00692,ACC0025,,E0173,P011,7,2024-08-26,2024-12-07,4-Close,0.0,Lost,2024-12-04,,Went With In-house Supply,69703280
OPP00693,ACC0004,,E0085,P008,6,2024-01-26,2024-02-24,4-Close,0.0,Lost,2024-02-27,,Timing / Postponed,14354169
OPP00694,ACC0037,,E0119,P014,35,2025-06-17,2025-07-11,4-Close,0.0,Lost,2025-07-13,,Price,415703753
OPP00695,ACC0008,,E0014,P003,12,2025-05-14,2025-07-12,4-Close,1.0,Won,2025-07-23,75868692.0,,77528779
OPP00696,ACC0058,,E0032,P001,28,2025-12-27,2026-02-07,1-Qualify,0.15,Open,,,,121281207
OPP00697,ACC0023,,E0059,P014,76,2025-04-01,2025-05-11,4-Close,0.0,Lost,2025-05-12,,No Budget,990062101
OPP00698,ACC0010,,E0096,P013,21,2025-06-18,2025-07-18,4-Close,0.0,Lost,2025-07-11,,Lost to Competitor,194653343
OPP00699,ACC0052,,E0018,P014,21,2024-04-08,2024-06-07,4-Close,0.0,Lost,2024-06-06,,Lost to Competitor,275003784
OPP00700,ACC0027,,E0085,P006,75,2025-01-05,2025-01-27,4-Close,1.0,Won,2025-02-01,123063445.0,,117828700
OPP00701,ACC0064,,E0009,P009,19,2025-02-23,2025-07-18,4-Close,0.0,Lost,2025-07-28,,Went With In-house Supply,30929747
OPP00702,ACC0055,,E0085,P012,14,2025-11-02,2026-03-21,2-Develop,0.3,Open,,,,46616297
OPP00703,ACC0054,,E0018,P017,14,2024-08-11,2024-10-17,4-Close,0.0,Lost,2024-10-18,,No Budget,167597957
OPP00704,ACC0067,,E0009,P014,41,2025-07-07,2025-08-20,4-Close,1.0,Won,2025-08-20,472710831.0,,518264329
OPP00705,ACC0033,,E0122,P005,22,2025-01-24,2025-03-15,4-Close,1.0,Won,2025-03-22,186275346.0,,205012089
OPP00706,ACC0015,,E0163,P015,20,2025-05-03,2025-06-26,4-Close,0.0,Lost,2025-06-26,,No Budget,366130498
OPP00707,ACC0025,,E0148,P013,20,2024-04-11,2024-08-13,4-Close,0.0,Lost,2024-08-20,,Price,177607131
OPP00708,ACC0024,,E0089,P012,7,2025-12-06,2026-02-21,2-Develop,0.38,Open,,,,21310091
OPP00709,ACC0030,,E0126,P012,6,2024-08-30,2024-10-13,4-Close,0.0,Lost,2024-10-12,,Went With In-house Supply,19737031
OPP00710,ACC0051,,E0122,P012,7,2025-07-10,2025-10-15,4-Close,1.0,Won,2025-10-19,21915007.0,,21752905
OPP00711,ACC0018,,E0163,P003,12,2024-05-02,2024-06-01,4-Close,1.0,Won,2024-06-09,74274075.0,,76755087
OPP00712,ACC0040,,E0163,P015,33,2024-04-21,2024-05-20,4-Close,1.0,Won,2024-05-11,622364322.0,,594375685
OPP00713,ACC0016,,E0057,P008,27,2024-07-19,2024-08-25,4-Close,0.0,Lost,2024-08-31,,Went With In-house Supply,64607262
OPP00714,ACC0039,,E0014,P003,11,2024-08-02,2024-08-24,4-Close,1.0,Won,2024-08-23,68222897.0,,65045466
OPP00715,ACC0017,,E0126,P015,45,2024-08-19,2024-09-16,4-Close,0.0,Lost,2024-09-26,,No Budget,898750471
OPP00716,ACC0052,,E0014,P005,30,2025-07-10,2025-11-09,4-Close,0.0,Lost,2025-11-09,,Price,250425812
OPP00717,ACC0018,,E0100,P014,112,2024-06-20,2024-07-07,4-Close,1.0,Won,2024-07-11,1367052335.0,,1488158715
OPP00718,ACC0051,,E0100,P002,19,2025-02-03,2025-05-13,4-Close,0.0,Lost,2025-05-13,,No Budget,100702515
OPP00719,ACC0017,,E0018,P004,29,2024-12-08,2024-12-28,4-Close,1.0,Won,2025-01-04,222758774.0,,221791638
OPP00720,ACC0010,,E0014,P007,15,2024-06-09,2024-06-28,4-Close,0.0,Lost,2024-06-28,,Price,31098795
OPP00721,ACC0059,,E0172,P017,11,2024-10-21,2024-12-15,4-Close,0.0,Lost,2024-12-19,,Timing / Postponed,119179335
OPP00722,ACC0029,,E0059,P014,65,2025-09-26,2026-01-31,4-Close,0.9,Open,,,,808184053
OPP00723,ACC0044,,E0018,P007,23,2025-12-06,2026-01-25,3-Propose,0.63,Open,,,,43888334
OPP00724,ACC0067,,E0100,P009,55,2024-12-25,2025-02-10,4-Close,1.0,Won,2025-02-07,94586211.0,,92011928
OPP00725,ACC0015,,E0099,P012,7,2025-05-30,2025-06-28,4-Close,1.0,Won,2025-07-05,24984307.0,,24354196
OPP00726,ACC0020,,E0085,P006,30,2025-11-02,2025-11-28,4-Close,0.0,Lost,2025-11-28,,Timing / Postponed,43736952
OPP00727,ACC0053,,E0089,P008,21,2024-07-13,2024-08-26,4-Close,1.0,Won,2024-08-30,50247816.0,,49098306
OPP00728,ACC0015,,E0085,P010,8,2025-10-17,2025-12-13,4-Close,0.0,Lost,2025-12-15,,Lost to Competitor,22753488
OPP00729,ACC0064,,E0014,P009,43,2025-12-06,2026-01-23,3-Propose,0.62,Open,,,,69203501
OPP00730,ACC0027,,E0172,P012,52,2025-12-21,2026-02-06,1-Qualify,0.13,Open,,,,180327139
OPP00731,ACC0012,,E0018,P013,64,2025-04-07,2025-07-21,4-Close,0.0,Lost,2025-07-28,,Timing / Postponed,620987522
OPP00732,ACC0067,,E0172,P003,132,2024-06-12,2024-08-10,4-Close,0.0,Lost,2024-08-09,,Price,804770548
OPP00733,ACC0054,,E0018,P006,17,2025-11-11,2026-05-07,2-Develop,0.34,Open,,,,26538267
OPP00734,ACC0020,,E0028,P017,115,2024-03-25,2024-04-20,4-Close,0.0,Lost,2024-04-24,,Lost to Competitor,1389405072
OPP00735,ACC0059,,E0119,P007,22,2024-05-26,2024-06-16,4-Close,0.0,Lost,2024-06-26,,No Budget,42107273
OPP00736,ACC0029,,E0119,P004,7,2025-02-12,2025-05-11,4-Close,0.0,Lost,2025-05-12,,Price,51996597
OPP00737,ACC0022,,E0173,P009,6,2024-05-04,2024-06-11,4-Close,0.0,Lost,2024-06-03,,Timing / Postponed,9807914
OPP00738,ACC0026,,E0018,P003,7,2024-11-29,2024-12-22,4-Close,1.0,Won,2025-01-01,43810232.0,,43829334
OPP00739,ACC0070,,E0089,P007,11,2024-01-14,2024-02-24,4-Close,1.0,Won,2024-02-22,21371408.0,,21214414
OPP00740,ACC0005,,E0172,P004,9,2025-01-12,2025-02-11,4-Close,0.0,Lost,2025-02-17,,Timing / Postponed,69972237
OPP00741,ACC0040,,E0148,P008,3,2025-03-06,2025-03-23,4-Close,0.0,Lost,2025-03-23,,No Budget,6866200
OPP00742,ACC0032,,E0085,P016,5,2024-08-22,2024-10-12,4-Close,0.0,Lost,2024-10-22,,No Budget,50475790
OPP00743,ACC0014,,E0018,P010,49,2024-10-10,2024-11-01,4-Close,0.0,Lost,2024-11-08,,Timing / Postponed,150063869
OPP00744,ACC0025,,E0059,P013,21,2024-08-13,2024-11-03,4-Close,0.0,Lost,2024-11-01,,Timing / Postponed,186555760
OPP00745,ACC0002,,E0096,P009,74,2024-08-24,2024-10-15,4-Close,0.0,Lost,2024-10-11,,Went With In-house Supply,126410105
OPP00746,ACC0003,,E0148,P002,15,2025-09-05,2025-10-04,4-Close,0.0,Lost,2025-10-09,,Lost to Competitor,77288184
OPP00747,ACC0034,,E0122,P011,22,2025-07-22,2025-11-02,4-Close,0.0,Lost,2025-11-04,,Price,229574305
OPP00748,ACC0069,,E0100,P015,66,2024-07-03,2024-11-03,4-Close,0.0,Lost,2024-11-05,,No Budget,1287287372
OPP00749,ACC0019,,E0099,P010,48,2024-08-14,2024-09-10,4-Close,1.0,Won,2024-09-05,139761439.0,,142284986
OPP00750,ACC0057,,E0122,P016,7,2024-10-06,2025-03-20,4-Close,0.0,Lost,2025-03-27,,Lost to Competitor,75184206
OPP00751,ACC0022,,E0096,P009,49,2024-01-16,2024-02-10,4-Close,0.0,Lost,2024-02-15,,Went With In-house Supply,81638339
OPP00752,ACC0066,,E0009,P013,12,2025-11-08,2025-12-15,4-Close,0.0,Lost,2025-12-20,,Timing / Postponed,107642796
OPP00753,ACC0035,,E0059,P011,66,2024-05-21,2024-06-17,4-Close,1.0,Won,2024-06-26,668150027.0,,705193107
OPP00754,ACC0037,,E0172,P017,17,2024-07-02,2024-08-15,4-Close,0.0,Lost,2024-08-15,,Price,198991203
OPP00755,ACC0020,,E0100,P001,43,2025-07-05,2025-08-07,4-Close,1.0,Won,2025-08-09,184403875.0,,182652881
OPP00756,ACC0033,,E0028,P007,14,2025-09-02,2025-10-08,4-Close,0.0,Lost,2025-10-16,,Timing / Postponed,29668552
OPP00757,ACC0050,,E0028,P004,26,2024-12-12,2024-12-31,4-Close,0.0,Lost,2024-12-29,,No Budget,211103927
OPP00758,ACC0014,,E0100,P009,17,2024-06-10,2024-06-30,4-Close,0.0,Lost,2024-07-11,,Lost to Competitor,28123452
OPP00759,ACC0016,,E0057,P015,39,2024-07-10,2024-07-30,4-Close,1.0,Won,2024-07-30,735188012.0,,749480055
OPP00760,ACC0009,,E0089,P010,74,2024-04-27,2024-06-06,4-Close,0.0,Lost,2024-06-06,,No Budget,209398994
OPP00761,ACC0049,,E0052,P015,24,2024-07-27,2024-08-18,4-Close,0.0,Lost,2024-08-24,,Went With In-house Supply,424322532
OPP00762,ACC0041,,E0161,P006,8,2025-11-14,2026-01-03,4-Close,0.91,Open,,,,11565970
OPP00763,ACC0022,,E0085,P014,2,2024-06-06,2024-07-22,4-Close,0.0,Lost,2024-07-22,,Lost to Competitor,23956128
OPP00764,ACC0037,,E0014,P010,23,2025-06-02,2025-07-26,4-Close,0.0,Lost,2025-08-03,,Went With In-house Supply,74478157
OPP00765,ACC0011,,E0089,P009,25,2024-01-06,2024-04-28,4-Close,0.0,Lost,2024-04-26,,Went With In-house Supply,39597026
OPP00766,ACC0038,,E0148,P008,8,2024-09-27,2024-11-07,4-Close,0.0,Lost,2024-11-13,,Went With In-house Supply,19318614
OPP00767,ACC0042,,E0126,P013,40,2025-10-05,2025-11-01,4-Close,0.0,Lost,2025-10-31,,No Budget,368963845
OPP00768,ACC0029,,E0173,P006,30,2025-05-17,2025-08-24,4-Close,0.0,Lost,2025-08-30,,No Budget,45890748
OPP00769,ACC0021,,E0100,P012,27,2025-02-14,2025-03-24,4-Close,1.0,Won,2025-03-28,76403166.0,,83204885
OPP00770,ACC0022,,E0173,P007,144,2024-04-23,2024-05-28,4-Close,0.0,Lost,2024-05-29,,Timing / Postponed,289711463
OPP00771,ACC0016,,E0172,P013,40,2024-07-20,2024-08-14,4-Close,1.0,Won,2024-08-11,355358011.0,,364953339
OPP00772,ACC0030,,E0009,P004,49,2024-07-16,2024-08-29,4-Close,1.0,Won,2024-08-21,367392769.0,,361222236
OPP00773,ACC0007,,E0161,P016,15,2024-01-31,2024-06-15,4-Close,0.0,Lost,2024-06-22,,Went With In-house Supply,147410827
OPP00774,ACC0021,,E0028,P006,42,2025-07-01,2025-07-25,4-Close,0.0,Lost,2025-08-01,,Price,58276654
OPP00775,ACC0049,,E0009,P008,7,2024-06-22,2024-07-27,4-Close,0.0,Lost,2024-08-01,,Went With In-house Supply,17590263
