lead_id,created_date,source,owner,status,qualified_date,disqualify_reason
LEAD00999,2025-06-28,Referral,E0172,Disqualified,2025-07-11,Unresponsive
LEAD01000,2024-02-15,Web Inquiry,E0014,Disqualified,2024-03-03,No Budget
LEAD01001,2024-08-15,Cold Outreach,E0119,Qualified,2024-08-29,
LEAD01002,2025-09-15,Partner Channel,E0059,Disqualified,2025-09-21,Wrong Fit
LEAD01003,2024-07-05,Cold Outreach,E0089,Disqualified,2024-07-07,Wrong Fit
LEAD01004,2025-08-13,Web Inquiry,E0173,Qualified,2025-08-24,
LEAD01005,2024-05-03,Partner Channel,E0052,Disqualified,2024-05-08,Wrong Fit
LEAD01006,2025-10-04,Partner Channel,E0059,Qualified,2025-10-11,
LEAD01007,2025-06-10,Referral,E0018,Disqualified,2025-06-20,Unresponsive
LEAD01008,2025-12-22,Web Inquiry,E0173,Open,,
LEAD01009,2025-12-28,Web Inquiry,E0172,Open,,
LEAD01010,2025-04-28,Cold Outreach,E0059,Disqualified,2025-05-03,Went With Competitor
LEAD01011,2025-11-30,Cold Outreach,E0059,Qualified,2025-12-09,
LEAD01012,2024-01-25,Cold Outreach,E0085,Disqualified,2024-02-05,No Budget
LEAD01013,2025-11-17,Web Inquiry,E0119,Disqualified,2025-11-24,Went With Competitor
LEAD01014,2024-06-19,Trade Show,E0172,Qualified,2024-07-04,
LEAD01015,2024-04-07,Trade Show,E0172,Qualified,2024-04-22,
LEAD01016,2024-04-19,Trade Show,E0100,Disqualified,2024-04-24,Unresponsive
LEAD01017,2025-04-10,Cold Outreach,E0161,Disqualified,2025-04-23,Went With Competitor
LEAD01018,2025-03-02,Referral,E0014,Qualified,2025-03-09,
LEAD01019,2024-10-04,Trade Show,E0148,Disqualified,2024-10-06,Wrong Fit
LEAD01020,2024-12-14,Cold Outreach,E0096,Disqualified,2024-12-18,Wrong Fit
LEAD01021,2024-09-07,Trade Show,E0014,Disqualified,2024-09-19,Wrong Fit
LEAD01022,2025-11-11,Web Inquiry,E0028,Qualified,2025-11-22,
LEAD01023,2024-08-15,Trade Show,E0032,Disqualified,2024-08-28,Went With Competitor
LEAD01024,2024-10-13,Web Inquiry,E0085,Qualified,2024-10-19,
LEAD01025,2024-01-13,Trade Show,E0028,Disqualified,2024-01-24,No Longer Interested
LEAD01026,2024-02-14,Partner Channel,E0148,Qualified,2024-02-19,
LEAD01027,2025-04-03,Partner Channel,E0009,Disqualified,2025-04-18,Went With Competitor
LEAD01028,2024-01-18,Referral,E0163,Disqualified,2024-01-27,No Budget
LEAD01029,2025-02-09,Cold Outreach,E0122,Qualified,2025-02-15,
LEAD01030,2025-08-14,Web Inquiry,E0085,Qualified,2025-08-28,
LEAD01031,2025-06-05,Cold Outreach,E0100,Qualified,2025-06-12,
LEAD01032,2025-04-08,Trade Show,E0057,Disqualified,2025-04-16,Went With Competitor
LEAD01033,2025-04-07,Referral,E0057,Qualified,2025-04-20,
LEAD01034,2024-05-19,Cold Outreach,E0057,Qualified,2024-06-05,
LEAD01035,2025-05-12,Cold Outreach,E0028,Qualified,2025-05-18,
LEAD01036,2025-10-23,Partner Channel,E0148,Qualified,2025-11-09,
LEAD01037,2024-09-24,Partner Channel,E0032,Qualified,2024-10-04,
LEAD01038,2025-02-11,Web Inquiry,E0009,Qualified,2025-03-01,
LEAD01039,2024-08-07,Trade Show,E0099,Disqualified,2024-08-12,No Budget
LEAD01040,2025-03-19,Referral,E0173,Disqualified,2025-03-26,No Longer Interested
LEAD01041,2025-07-13,Trade Show,E0173,Disqualified,2025-07-31,Went With Competitor
LEAD01042,2025-11-03,Cold Outreach,E0009,Qualified,2025-11-18,
LEAD01043,2024-10-05,Trade Show,E0173,Disqualified,2024-10-08,No Longer Interested
LEAD01044,2024-02-06,Partner Channel,E0163,Disqualified,2024-02-10,Wrong Fit
LEAD01045,2025-05-30,Cold Outreach,E0122,Qualified,2025-06-15,
LEAD01046,2025-09-08,Web Inquiry,E0018,Qualified,2025-09-14,
LEAD01047,2024-06-14,Cold Outreach,E0059,Disqualified,2024-07-02,Wrong Fit
LEAD01048,2025-12-14,Cold Outreach,E0089,Qualified,2025-12-27,
LEAD01049,2025-01-28,Cold Outreach,E0122,Qualified,2025-02-14,
LEAD01050,2024-07-21,Cold Outreach,E0099,Disqualified,2024-08-05,Wrong Fit
LEAD01051,2025-07-12,Partner Channel,E0100,Disqualified,2025-07-31,Went With Competitor
LEAD01052,2025-01-30,Partner Channel,E0085,Qualified,2025-02-07,
LEAD01053,2024-05-14,Web Inquiry,E0089,Disqualified,2024-05-19,Unresponsive
LEAD01054,2024-11-05,Cold Outreach,E0032,Disqualified,2024-11-22,Unresponsive
LEAD01055,2024-03-19,Referral,E0172,Disqualified,2024-03-27,No Longer Interested
LEAD01056,2024-02-20,Referral,E0100,Disqualified,2024-02-29,No Budget
LEAD01057,2025-11-03,Cold Outreach,E0089,Qualified,2025-11-23,
LEAD01058,2025-01-03,Referral,E0096,Disqualified,2025-01-14,Unresponsive
LEAD01059,2025-12-06,Partner Channel,E0163,Disqualified,2025-12-13,Unresponsive
LEAD01060,2025-10-15,Trade Show,E0122,Qualified,2025-10-18,
LEAD01061,2025-09-03,Trade Show,E0028,Qualified,2025-09-16,
LEAD01062,2024-04-24,Referral,E0057,Qualified,2024-05-10,
LEAD01063,2025-06-21,Web Inquiry,E0173,Qualified,2025-06-27,
LEAD01064,2024-06-05,Partner Channel,E0089,Qualified,2024-06-09,
LEAD01065,2024-05-01,Web Inquiry,E0059,Qualified,2024-05-17,
LEAD01066,2025-02-03,Cold Outreach,E0032,Qualified,2025-02-11,
LEAD01067,2025-07-28,Partner Channel,E0172,Disqualified,2025-08-14,Unresponsive
LEAD01068,2024-02-02,Web Inquiry,E0009,Disqualified,2024-02-13,No Longer Interested
LEAD01069,2024-02-21,Trade Show,E0057,Disqualified,2024-03-04,No Longer Interested
LEAD01070,2024-06-28,Referral,E0161,Disqualified,2024-07-03,Wrong Fit
LEAD01071,2024-10-05,Web Inquiry,E0173,Disqualified,2024-10-11,No Longer Interested
LEAD01072,2024-11-26,Referral,E0148,Disqualified,2024-12-07,Wrong Fit
LEAD01073,2025-11-04,Trade Show,E0100,Disqualified,2025-11-21,No Longer Interested
LEAD01074,2025-07-14,Cold Outreach,E0100,Disqualified,2025-07-31,No Budget
LEAD01075,2024-04-06,Partner Channel,E0119,Qualified,2024-04-15,
LEAD01076,2024-07-24,Cold Outreach,E0163,Qualified,2024-07-30,
LEAD01077,2025-09-16,Cold Outreach,E0032,Qualified,2025-10-06,
LEAD01078,2024-04-28,Referral,E0122,Disqualified,2024-05-02,No Longer Interested
LEAD01079,2025-10-12,Web Inquiry,E0052,Disqualified,2025-11-01,Wrong Fit
LEAD01080,2024-02-24,Web Inquiry,E0161,Disqualified,2024-03-11,No Budget
LEAD01081,2025-07-21,Referral,E0057,Disqualified,2025-08-10,Unresponsive
LEAD01082,2025-09-13,Partner Channel,E0057,Disqualified,2025-09-19,Wrong Fit
LEAD01083,2024-01-08,Trade Show,E0100,Disqualified,2024-01-15,No Budget
LEAD01084,2025-07-16,Referral,E0032,Qualified,2025-08-03,
LEAD01085,2024-09-30,Referral,E0173,Disqualified,2024-10-10,No Longer Interested
LEAD01086,2024-06-14,Web Inquiry,E0009,Disqualified,2024-06-27,Went With Competitor
LEAD01087,2025-04-10,Partner Channel,E0126,Qualified,2025-04-25,
LEAD01088,2024-10-20,Trade Show,E0059,Disqualified,2024-10-27,Unresponsive
LEAD01089,2024-05-10,Cold Outreach,E0057,Qualified,2024-05-13,
LEAD01090,2024-11-05,Partner Channel,E0161,Disqualified,2024-11-20,No Budget
LEAD01091,2025-07-26,Web Inquiry,E0148,Disqualified,2025-08-11,Unresponsive
LEAD01092,2025-07-23,Partner Channel,E0119,Disqualified,2025-08-05,No Budget
LEAD01093,2024-05-10,Referral,E0119,Disqualified,2024-05-28,No Budget
LEAD01094,2024-09-19,Referral,E0148,Disqualified,2024-09-28,Unresponsive
LEAD01095,2024-08-14,Partner Channel,E0122,Disqualified,2024-08-16,Unresponsive
LEAD01096,2024-06-07,Partner Channel,E0099,Qualified,2024-06-22,
LEAD01097,2024-08-02,Trade Show,E0096,Disqualified,2024-08-22,Wrong Fit
LEAD01098,2025-11-06,Referral,E0096,Qualified,2025-11-17,
LEAD01099,2025-11-25,Web Inquiry,E0099,Qualified,2025-12-09,
LEAD01100,2025-01-11,Cold Outreach,E0099,Disqualified,2025-01-30,Went With Competitor
LEAD01101,2025-10-24,Partner Channel,E0163,Qualified,2025-11-01,
LEAD01102,2024-12-30,Web Inquiry,E0173,Disqualified,2025-01-02,Went With Competitor
LEAD01103,2024-04-07,Partner Channel,E0089,Disqualified,2024-04-15,No Longer Interested
LEAD01104,2025-07-05,Partner Channel,E0119,Qualified,2025-07-12,
LEAD01105,2025-10-08,Cold Outreach,E0148,Disqualified,2025-10-16,Unresponsive
LEAD01106,2024-11-29,Trade Show,E0122,Qualified,2024-12-14,
LEAD01107,2024-05-06,Cold Outreach,E0126,Disqualified,2024-05-16,Unresponsive
LEAD01108,2025-05-28,Web Inquiry,E0172,Qualified,2025-05-31,
LEAD01109,2024-11-09,Referral,E0163,Qualified,2024-11-27,
LEAD01110,2024-05-13,Referral,E0096,Disqualified,2024-05-26,Wrong Fit
LEAD01111,2025-09-14,Cold Outreach,E0057,Disqualified,2025-09-23,No Longer Interested
LEAD01112,2024-08-14,Trade Show,E0100,Disqualified,2024-08-20,Wrong Fit
LEAD01113,2024-05-06,Cold Outreach,E0032,Disqualified,2024-05-12,Unresponsive
LEAD01114,2024-12-12,Referral,E0052,Disqualified,2024-12-21,No Budget
LEAD01115,2024-07-06,Trade Show,E0032,Qualified,2024-07-21,
LEAD01116,2025-04-08,Partner Channel,E0148,Qualified,2025-04-20,
LEAD01117,2025-02-02,Partner Channel,E0089,Disqualified,2025-02-22,No Longer Interested
LEAD01118,2025-05-17,Trade Show,E0119,Qualified,2025-05-26,
LEAD01119,2025-01-25,Partner Channel,E0057,Disqualified,2025-02-10,No Budget
LEAD01120,2024-02-29,Referral,E0057,Disqualified,2024-03-08,No Budget
LEAD01121,2024-10-05,Cold Outreach,E0009,Disqualified,2024-10-19,No Budget
LEAD01122,2024-03-22,Web Inquiry,E0057,Qualified,2024-04-08,
LEAD01123,2025-04-28,Cold Outreach,E0014,Qualified,2025-05-11,
LEAD01124,2025-11-07,Partner Channel,E0014,Qualified,2025-11-22,
LEAD01125,2024-12-03,Trade Show,E0100,Disqualified,2024-12-21,Unresponsive
LEAD01126,2025-09-02,Web Inquiry,E0085,Qualified,2025-09-18,
LEAD01127,2024-02-22,Cold Outreach,E0014,Disqualified,2024-03-09,No Longer Interested
LEAD01128,2024-03-29,Partner Channel,E0009,Disqualified,2024-04-08,Went With Competitor
LEAD01129,2024-10-18,Partner Channel,E0014,Qualified,2024-11-01,
LEAD01130,2024-07-28,Partner Channel,E0059,Disqualified,2024-08-07,Went With Competitor
LEAD01131,2024-05-22,Cold Outreach,E0028,Qualified,2024-06-05,
LEAD01132,2024-05-17,Trade Show,E0163,Disqualified,2024-05-26,Unresponsive
LEAD01133,2025-08-17,Cold Outreach,E0032,Qualified,2025-08-22,
LEAD01134,2025-03-13,Cold Outreach,E0099,Disqualified,2025-04-01,Went With Competitor
LEAD01135,2024-07-02,Partner Channel,E0148,Disqualified,2024-07-19,Unresponsive
LEAD01136,2024-07-24,Partner Channel,E0085,Disqualified,2024-08-06,Went With Competitor
LEAD01137,2025-12-21,Referral,E0018,Open,,
LEAD01138,2025-02-12,Trade Show,E0085,Qualified,2025-02-21,
LEAD01139,2024-05-05,Partner Channel,E0161,Qualified,2024-05-25,
LEAD01140,2024-03-03,Trade Show,E0161,Qualified,2024-03-07,
LEAD01141,2024-04-02,Referral,E0099,Qualified,2024-04-19,
LEAD01142,2024-01-21,Web Inquiry,E0126,Disqualified,2024-02-06,No Budget
LEAD01143,2024-07-04,Partner Channel,E0122,Disqualified,2024-07-22,Wrong Fit
LEAD01144,2024-06-04,Trade Show,E0119,Disqualified,2024-06-09,Wrong Fit
LEAD01145,2025-05-24,Cold Outreach,E0122,Qualified,2025-06-09,
LEAD01146,2024-12-18,Web Inquiry,E0085,Disqualified,2024-12-22,Unresponsive
LEAD01147,2025-12-27,Partner Channel,E0032,Open,,
LEAD01148,2025-04-30,Cold Outreach,E0119,Qualified,2025-05-13,
LEAD01149,2024-06-26,Partner Channel,E0163,Disqualified,2024-07-12,Went With Competitor
LEAD01150,2025-07-26,Referral,E0099,Disqualified,2025-08-06,Wrong Fit
LEAD01151,2024-10-10,Referral,E0085,Disqualified,2024-10-21,No Budget
LEAD01152,2024-09-04,Partner Channel,E0099,Disqualified,2024-09-21,No Budget
LEAD01153,2024-12-06,Partner Channel,E0099,Disqualified,2024-12-26,Wrong Fit
LEAD01154,2024-10-24,Trade Show,E0148,Disqualified,2024-10-27,Unresponsive
LEAD01155,2025-07-20,Referral,E0161,Disqualified,2025-07-27,No Longer Interested
LEAD01156,2025-03-23,Trade Show,E0122,Disqualified,2025-03-26,Went With Competitor
LEAD01157,2024-04-05,Web Inquiry,E0014,Disqualified,2024-04-08,Went With Competitor
LEAD01158,2025-11-22,Referral,E0085,Disqualified,2025-11-25,Went With Competitor
LEAD01159,2025-07-29,Cold Outreach,E0172,Disqualified,2025-08-10,Wrong Fit
LEAD01160,2024-01-04,Cold Outreach,E0014,Qualified,2024-01-21,
LEAD01161,2025-07-09,Cold Outreach,E0163,Qualified,2025-07-28,
LEAD01162,2024-08-27,Partner Channel,E0148,Qualified,2024-09-03,
LEAD01163,2025-08-06,Partner Channel,E0119,Disqualified,2025-08-21,Wrong Fit
LEAD01164,2025-06-14,Partner Channel,E0122,Disqualified,2025-06-19,Went With Competitor
LEAD01165,2024-06-29,Trade Show,E0028,Disqualified,2024-07-19,Went With Competitor
LEAD01166,2025-10-25,Web Inquiry,E0163,Disqualified,2025-11-05,Unresponsive
LEAD01167,2025-12-29,Trade Show,E0014,Disqualified,2025-12-31,No Longer Interested
LEAD01168,2025-10-03,Partner Channel,E0173,Disqualified,2025-10-16,Unresponsive
LEAD01169,2025-09-02,Referral,E0052,Disqualified,2025-09-05,No Longer Interested
LEAD01170,2024-09-28,Partner Channel,E0100,Disqualified,2024-10-02,Wrong Fit
LEAD01171,2025-07-23,Cold Outreach,E0028,Disqualified,2025-08-05,Wrong Fit
LEAD01172,2024-01-23,Cold Outreach,E0161,Disqualified,2024-02-12,No Longer Interested
LEAD01173,2024-06-15,Cold Outreach,E0032,Qualified,2024-06-17,
LEAD01174,2024-01-01,Cold Outreach,E0122,Disqualified,2024-01-17,Went With Competitor
LEAD01175,2024-12-01,Web Inquiry,E0096,Disqualified,2024-12-08,Wrong Fit
LEAD01176,2024-04-23,Cold Outreach,E0032,Disqualified,2024-05-11,No Longer Interested
LEAD01177,2024-08-24,Trade Show,E0014,Disqualified,2024-09-12,Went With Competitor
LEAD01178,2024-01-20,Referral,E0148,Qualified,2024-01-25,
LEAD01179,2025-07-02,Trade Show,E0096,Qualified,2025-07-11,
LEAD01180,2024-01-12,Trade Show,E0052,Disqualified,2024-01-19,Unresponsive
LEAD01181,2024-07-31,Referral,E0148,Disqualified,2024-08-20,No Budget
LEAD01182,2024-05-06,Partner Channel,E0032,Qualified,2024-05-08,
LEAD01183,2025-08-20,Web Inquiry,E0099,Disqualified,2025-08-25,Wrong Fit
LEAD01184,2024-11-02,Partner Channel,E0100,Disqualified,2024-11-08,No Longer Interested
LEAD01185,2024-11-01,Web Inquiry,E0148,Disqualified,2024-11-17,No Budget
LEAD01186,2025-02-05,Web Inquiry,E0028,Disqualified,2025-02-12,Wrong Fit
LEAD01187,2024-09-11,Trade Show,E0099,Disqualified,2024-09-29,No Longer Interested
LEAD01188,2025-10-07,Partner Channel,E0018,Disqualified,2025-10-24,Wrong Fit
LEAD01189,2025-06-20,Cold Outreach,E0089,Qualified,2025-06-25,
LEAD01190,2024-12-12,Cold Outreach,E0119,Disqualified,2024-12-27,Unresponsive
LEAD01191,2025-02-18,Partner Channel,E0148,Disqualified,2025-03-06,Wrong Fit
LEAD01192,2025-05-16,Partner Channel,E0032,Qualified,2025-05-20,
LEAD01193,2025-06-25,Web Inquiry,E0122,Disqualified,2025-07-15,Wrong Fit
LEAD01194,2025-08-07,Referral,E0126,Qualified,2025-08-23,
LEAD01195,2024-08-19,Cold Outreach,E0126,Qualified,2024-08-23,
LEAD01196,2024-08-23,Cold Outreach,E0173,Disqualified,2024-09-10,Unresponsive
LEAD01197,2024-04-08,Partner Channel,E0119,Qualified,2024-04-24,
LEAD01198,2025-06-10,Partner Channel,E0173,Disqualified,2025-06-14,Wrong Fit
LEAD01199,2025-04-25,Web Inquiry,E0126,Qualified,2025-05-07,
LEAD01200,2025-05-20,Cold Outreach,E0085,Qualified,2025-06-06,
LEAD01201,2025-08-13,Trade Show,E0173,Disqualified,2025-08-15,No Longer Interested
LEAD01202,2024-03-11,Cold Outreach,E0122,Disqualified,2024-03-20,Wrong Fit
LEAD01203,2025-08-31,Web Inquiry,E0099,Qualified,2025-09-07,
LEAD01204,2025-08-14,Web Inquiry,E0057,Qualified,2025-08-16,
LEAD01205,2025-10-11,Cold Outreach,E0089,Disqualified,2025-10-30,Wrong Fit
LEAD01206,2024-10-06,Trade Show,E0085,Disqualified,2024-10-12,Wrong Fit
LEAD01207,2024-01-21,Web Inquiry,E0009,Qualified,2024-02-08,
LEAD01208,2024-06-08,Web Inquiry,E0148,Disqualified,2024-06-11,No Budget
LEAD01209,2024-04-19,Partner Channel,E0163,Disqualified,2024-05-05,No Longer Interested
LEAD01210,2024-04-24,Referral,E0173,Disqualified,2024-05-08,Went With Competitor
LEAD01211,2024-01-02,Trade Show,E0172,Disqualified,2024-01-09,No Budget
LEAD01212,2025-11-13,Partner Channel,E0089,Disqualified,2025-11-29,No Budget
LEAD01213,2024-12-05,Partner Channel,E0028,Qualified,2024-12-09,
LEAD01214,2024-07-24,Referral,E0119,Disqualified,2024-08-02,No Longer Interested
LEAD01215,2024-03-03,Partner Channel,E0032,Qualified,2024-03-14,
LEAD01216,2025-07-20,Trade Show,E0085,Disqualified,2025-07-22,No Budget
LEAD01217,2025-02-18,Referral,E0059,Disqualified,2025-03-04,Went With Competitor
LEAD01218,2025-08-24,Partner Channel,E0096,Disqualified,2025-09-11,No Budget
LEAD01219,2025-11-10,Web Inquiry,E0172,Qualified,2025-11-20,
LEAD01220,2025-11-13,Cold Outreach,E0057,Disqualified,2025-11-29,No Budget
LEAD01221,2025-09-03,Cold Outreach,E0059,Disqualified,2025-09-21,Wrong Fit
LEAD01222,2025-03-19,Referral,E0163,Qualified,2025-03-23,
LEAD01223,2025-10-17,Trade Show,E0163,Qualified,2025-10-21,
LEAD01224,2024-05-11,Web Inquiry,E0173,Disqualified,2024-05-31,Wrong Fit
LEAD01225,2025-10-10,Trade Show,E0057,Disqualified,2025-10-21,No Longer Interested
LEAD01226,2024-03-13,Trade Show,E0172,Disqualified,2024-03-27,No Longer Interested
LEAD01227,2025-06-24,Referral,E0059,Disqualified,2025-07-04,No Longer Interested
LEAD01228,2024-02-21,Cold Outreach,E0089,Disqualified,2024-03-08,Wrong Fit
LEAD01229,2024-10-13,Trade Show,E0163,Qualified,2024-10-28,
LEAD01230,2025-06-12,Trade Show,E0032,Disqualified,2025-06-19,No Longer Interested
LEAD01231,2024-06-25,Partner Channel,E0161,Disqualified,2024-07-04,No Longer Interested
LEAD01232,2025-08-06,Trade Show,E0126,Qualified,2025-08-14,
LEAD01233,2024-05-17,Partner Channel,E0014,Disqualified,2024-05-31,Went With Competitor
LEAD01234,2025-07-28,Cold Outreach,E0126,Disqualified,2025-08-04,No Budget
LEAD01235,2025-03-01,Referral,E0100,Disqualified,2025-03-08,Wrong Fit
LEAD01236,2024-04-01,Trade Show,E0122,Disqualified,2024-04-05,Wrong Fit
LEAD01237,2024-10-05,Referral,E0052,Disqualified,2024-10-24,Unresponsive
LEAD01238,2024-11-07,Partner Channel,E0099,Qualified,2024-11-25,
LEAD01239,2024-01-09,Partner Channel,E0148,Qualified,2024-01-12,
LEAD01240,2024-01-25,Trade Show,E0161,Qualified,2024-01-29,
LEAD01241,2024-04-16,Referral,E0122,Qualified,2024-05-04,
LEAD01242,2024-08-23,Partner Channel,E0100,Disqualified,2024-08-28,Went With Competitor
LEAD01243,2025-08-29,Referral,E0161,Disqualified,2025-09-13,Unresponsive
LEAD01244,2024-11-04,Cold Outreach,E0018,Qualified,2024-11-10,
LEAD01245,2024-10-11,Referral,E0089,Qualified,2024-10-24,
LEAD01246,2024-09-05,Cold Outreach,E0032,Qualified,2024-09-09,
LEAD01247,2025-10-09,Web Inquiry,E0173,Disqualified,2025-10-11,No Longer Interested
LEAD01248,2025-09-23,Trade Show,E0148,Qualified,2025-10-09,
LEAD01249,2024-03-18,Partner Channel,E0161,Qualified,2024-03-30,
LEAD01250,2025-12-23,Partner Channel,E0163,Open,,
LEAD01251,2025-04-30,Referral,E0057,Qualified,2025-05-18,
LEAD01252,2024-10-24,Web Inquiry,E0059,Qualified,2024-10-27,
LEAD01253,2025-05-05,Partner Channel,E0163,Disqualified,2025-05-23,No Longer Interested
LEAD01254,2024-09-10,Trade Show,E0057,Disqualified,2024-09-19,Wrong Fit
LEAD01255,2025-03-30,Cold Outreach,E0052,Disqualified,2025-04-04,No Longer Interested
LEAD01256,2025-09-21,Referral,E0122,Disqualified,2025-10-05,No Budget
LEAD01257,2025-03-28,Trade Show,E0014,Disqualified,2025-04-04,Went With Competitor
LEAD01258,2024-01-24,Cold Outreach,E0059,Qualified,2024-01-30,
LEAD01259,2024-12-17,Partner Channel,E0126,Qualified,2024-12-20,
LEAD01260,2025-07-31,Trade Show,E0122,Disqualified,2025-08-15,Unresponsive
LEAD01261,2024-12-25,Web Inquiry,E0059,Qualified,2025-01-06,
LEAD01262,2024-03-06,Partner Channel,E0126,Disqualified,2024-03-20,Wrong Fit
LEAD01263,2025-10-17,Cold Outreach,E0119,Disqualified,2025-11-04,Wrong Fit
LEAD01264,2024-06-12,Cold Outreach,E0028,Disqualified,2024-07-02,Went With Competitor
LEAD01265,2025-10-22,Cold Outreach,E0100,Disqualified,2025-10-26,Went With Competitor
LEAD01266,2025-09-29,Partner Channel,E0099,Disqualified,2025-10-09,No Longer Interested
LEAD01267,2024-04-02,Referral,E0122,Disqualified,2024-04-14,No Budget
LEAD01268,2024-05-09,Referral,E0059,Disqualified,2024-05-17,No Budget
LEAD01269,2024-02-17,Trade Show,E0096,Disqualified,2024-02-22,Unresponsive
LEAD01270,2024-11-17,Cold Outreach,E0173,Disqualified,2024-11-23,No Budget
LEAD01271,2024-07-17,Trade Show,E0173,Disqualified,2024-08-01,Wrong Fit
LEAD01272,2024-10-07,Trade Show,E0032,Qualified,2024-10-25,
LEAD01273,2024-06-19,Trade Show,E0059,Qualified,2024-06-27,
LEAD01274,2024-05-14,Web Inquiry,E0032,Disqualified,2024-05-31,No Budget
LEAD01275,2025-09-07,Partner Channel,E0057,Disqualified,2025-09-16,No Budget
LEAD01276,2024-11-16,Web Inquiry,E0059,Disqualified,2024-11-21,No Longer Interested
LEAD01277,2025-10-07,Referral,E0018,Disqualified,2025-10-10,No Longer Interested
LEAD01278,2025-04-11,Partner Channel,E0089,Qualified,2025-04-23,
LEAD01279,2024-11-11,Partner Channel,E0148,Qualified,2024-11-30,
LEAD01280,2025-05-11,Partner Channel,E0059,Disqualified,2025-05-26,No Budget
LEAD01281,2025-08-30,Web Inquiry,E0032,Qualified,2025-09-16,
LEAD01282,2024-01-05,Partner Channel,E0028,Qualified,2024-01-22,
LEAD01283,2024-02-25,Trade Show,E0100,Disqualified,2024-03-01,No Longer Interested
LEAD01284,2024-08-21,Referral,E0122,Qualified,2024-08-26,
LEAD01285,2025-01-30,Partner Channel,E0126,Disqualified,2025-02-03,Wrong Fit
LEAD01286,2025-06-25,Referral,E0032,Disqualified,2025-07-13,No Budget
LEAD01287,2025-07-09,Trade Show,E0096,Disqualified,2025-07-13,No Budget
LEAD01288,2024-08-06,Web Inquiry,E0032,Qualified,2024-08-25,
LEAD01289,2025-02-15,Partner Channel,E0014,Qualified,2025-02-27,
LEAD01290,2025-07-22,Trade Show,E0099,Disqualified,2025-07-27,Wrong Fit
LEAD01291,2025-12-03,Trade Show,E0059,Disqualified,2025-12-17,Wrong Fit
LEAD01292,2024-09-02,Cold Outreach,E0032,Disqualified,2024-09-06,Unresponsive
LEAD01293,2024-05-25,Web Inquiry,E0059,Qualified,2024-06-09,
LEAD01294,2025-06-16,Partner Channel,E0161,Disqualified,2025-06-28,Wrong Fit
LEAD01295,2024-11-01,Cold Outreach,E0161,Qualified,2024-11-10,
LEAD01296,2024-05-27,Trade Show,E0100,Disqualified,2024-06-08,Unresponsive
LEAD01297,2025-06-10,Partner Channel,E0018,Qualified,2025-06-15,
LEAD01298,2025-12-06,Referral,E0163,Qualified,2025-12-18,
LEAD01299,2024-04-24,Trade Show,E0052,Qualified,2024-04-30,
LEAD01300,2025-01-02,Partner Channel,E0014,Disqualified,2025-01-21,No Budget
LEAD01301,2025-10-23,Referral,E0172,Disqualified,2025-11-09,Unresponsive
LEAD01302,2025-10-10,Cold Outreach,E0126,Disqualified,2025-10-15,Went With Competitor
LEAD01303,2024-06-03,Cold Outreach,E0096,Disqualified,2024-06-14,No Budget
LEAD01304,2024-04-25,Partner Channel,E0085,Qualified,2024-04-30,
LEAD01305,2025-04-27,Web Inquiry,E0085,Disqualified,2025-05-09,No Longer Interested
LEAD01306,2025-07-10,Referral,E0173,Disqualified,2025-07-17,Went With Competitor
LEAD01307,2025-01-28,Trade Show,E0085,Disqualified,2025-02-15,No Budget
LEAD01308,2024-10-22,Partner Channel,E0099,Qualified,2024-11-02,
LEAD01309,2025-11-03,Cold Outreach,E0028,Disqualified,2025-11-21,Unresponsive
LEAD01310,2024-09-29,Referral,E0099,Qualified,2024-10-11,
LEAD01311,2025-04-08,Web Inquiry,E0018,Disqualified,2025-04-26,No Budget
LEAD01312,2025-06-22,Web Inquiry,E0089,Disqualified,2025-07-04,No Budget
LEAD01313,2025-02-07,Cold Outreach,E0161,Qualified,2025-02-13,
LEAD01314,2025-02-02,Trade Show,E0096,Qualified,2025-02-11,
LEAD01315,2025-02-03,Referral,E0018,Qualified,2025-02-05,
LEAD01316,2025-11-10,Trade Show,E0122,Disqualified,2025-11-25,No Longer Interested
LEAD01317,2025-12-27,Referral,E0163,Open,,
LEAD01318,2024-02-26,Partner Channel,E0148,Disqualified,2024-03-11,No Longer Interested
LEAD01319,2025-02-10,Web Inquiry,E0085,Qualified,2025-02-26,
LEAD01320,2024-01-09,Trade Show,E0009,Disqualified,2024-01-28,Went With Competitor
LEAD01321,2025-05-04,Trade Show,E0014,Disqualified,2025-05-06,No Longer Interested
LEAD01322,2024-05-13,Cold Outreach,E0014,Disqualified,2024-05-18,Unresponsive
LEAD01323,2024-11-26,Cold Outreach,E0028,Disqualified,2024-12-09,Unresponsive
LEAD01324,2025-06-05,Web Inquiry,E0032,Disqualified,2025-06-25,Wrong Fit
LEAD01325,2024-02-25,Partner Channel,E0161,Disqualified,2024-03-02,Unresponsive
LEAD01326,2024-11-25,Partner Channel,E0057,Disqualified,2024-12-01,No Longer Interested
LEAD01327,2025-06-02,Web Inquiry,E0059,Disqualified,2025-06-13,No Longer Interested
LEAD01328,2025-06-07,Cold Outreach,E0122,Qualified,2025-06-22,
LEAD01329,2024-08-07,Partner Channel,E0173,Qualified,2024-08-20,
LEAD01330,2025-11-27,Partner Channel,E0172,Disqualified,2025-12-01,Went With Competitor
LEAD01331,2024-08-13,Cold Outreach,E0119,Disqualified,2024-09-01,Wrong Fit
