activity_id,type,regarding_type,regarding_id,owner,activity_date,duration_minutes
ACT004920,Email,Case,CASE00011,E0103,2025-08-10,
ACT004921,Email,Case,CASE00011,E0103,2025-08-11,
ACT004922,Task,Case,CASE00012,E0092,2024-03-06,
ACT004923,Meeting,Case,CASE00012,E0092,2024-03-08,40.0
ACT004924,Meeting,Case,CASE00012,E0092,2024-03-12,12.0
ACT004925,Call,Case,CASE00012,E0092,2024-03-13,13.0
ACT004926,Call,Case,CASE00012,E0092,2024-03-16,42.0
ACT004927,Meeting,Case,CASE00013,E0137,2025-07-18,34.0
ACT004928,Call,Case,CASE00013,E0137,2025-07-14,25.0
ACT004929,Call,Case,CASE00013,E0137,2025-07-18,32.0
ACT004930,Email,Case,CASE00014,E0016,2025-04-05,
ACT004931,Email,Case,CASE00014,E0016,2025-04-05,
ACT004932,Email,Case,CASE00014,E0016,2025-04-06,
ACT004933,Email,Case,CASE00015,E0046,2025-08-15,
ACT004934,Meeting,Case,CASE00015,E0046,2025-08-14,29.0
ACT004935,Call,Case,CASE00016,E0092,2025-07-21,17.0
ACT004936,Call,Case,CASE00016,E0092,2025-07-21,8.0
ACT004937,Task,Case,CASE00016,E0092,2025-07-21,
ACT004938,Email,Case,CASE00016,E0092,2025-07-20,
ACT004939,Call,Case,CASE00016,E0092,2025-07-20,32.0
ACT004940,Call,Case,CASE00017,E0069,2024-06-26,6.0
ACT004941,Call,Case,CASE00017,E0069,2024-06-23,23.0
ACT004942,Call,Case,CASE00017,E0069,2024-06-26,32.0
ACT004943,Call,Case,CASE00017,E0069,2024-06-25,17.0
ACT004944,Email,Case,CASE00017,E0069,2024-06-20,
ACT004945,Meeting,Case,CASE00018,E0107,2025-01-11,26.0
ACT004946,Meeting,Case,CASE00018,E0107,2025-01-08,11.0
ACT004947,Task,Case,CASE00018,E0107,2025-01-11,
ACT004948,Meeting,Case,CASE00018,E0107,2025-01-11,10.0
ACT004949,Call,Case,CASE00018,E0107,2025-01-12,16.0
ACT004950,Call,Case,CASE00019,E0069,2024-12-02,11.0
ACT004951,Call,Case,CASE00019,E0069,2024-12-01,37.0
ACT004952,Meeting,Case,CASE00019,E0069,2024-12-02,30.0
ACT004953,Call,Case,CASE00019,E0069,2024-12-01,12.0
ACT004954,Email,Case,CASE00019,E0069,2024-12-04,
ACT004955,Call,Case,CASE00020,E0051,2025-07-26,26.0
ACT004956,Email,Case,CASE00020,E0051,2025-07-21,
ACT004957,Task,Case,CASE00020,E0051,2025-08-09,
ACT004958,Call,Case,CASE00021,E0001,2025-06-14,44.0
ACT004959,Call,Case,CASE00021,E0001,2025-06-16,39.0
ACT004960,Task,Case,CASE00021,E0001,2025-06-13,
ACT004961,Call,Case,CASE00021,E0001,2025-06-18,25.0
ACT004962,Call,Case,CASE00021,E0001,2025-06-22,16.0
ACT004963,Email,Case,CASE00022,E0080,2025-10-08,
ACT004964,Email,Case,CASE00022,E0080,2025-10-06,
ACT004965,Meeting,Case,CASE00022,E0080,2025-10-08,29.0
ACT004966,Meeting,Case,CASE00022,E0080,2025-10-05,23.0
ACT004967,Meeting,Case,CASE00023,E0016,2025-02-21,36.0
ACT004968,Email,Case,CASE00023,E0016,2025-02-22,
ACT004969,Call,Case,CASE00023,E0016,2025-02-21,6.0
ACT004970,Call,Case,CASE00023,E0016,2025-02-21,34.0
ACT004971,Email,Case,CASE00023,E0016,2025-02-23,
ACT004972,Meeting,Case,CASE00024,E0107,2024-12-31,15.0
ACT004973,Call,Case,CASE00025,E0001,2025-01-12,24.0
ACT004974,Email,Case,CASE00025,E0001,2025-01-12,
ACT004975,Call,Case,CASE00025,E0001,2025-01-12,17.0
ACT004976,Call,Case,CASE00025,E0001,2025-01-10,27.0
ACT004977,Meeting,Case,CASE00025,E0001,2025-01-12,41.0
ACT004978,Email,Case,CASE00026,E0064,2025-08-06,
ACT004979,Call,Case,CASE00026,E0064,2025-08-06,21.0
ACT004980,Call,Case,CASE00026,E0064,2025-08-05,5.0
ACT004981,Email,Case,CASE00027,E0064,2025-07-26,
ACT004982,Email,Case,CASE00027,E0064,2025-07-29,
ACT004983,Email,Case,CASE00027,E0064,2025-07-25,
ACT004984,Email,Case,CASE00028,E0001,2024-02-10,
ACT004985,Call,Case,CASE00028,E0001,2024-02-11,31.0
ACT004986,Email,Case,CASE00029,E0137,2025-03-31,
ACT004987,Call,Case,CASE00030,E0016,2025-06-17,11.0
ACT004988,Email,Case,CASE00030,E0016,2025-06-19,
ACT004989,Email,Case,CASE00030,E0016,2025-06-17,
ACT004990,Email,Case,CASE00030,E0016,2025-06-19,
ACT004991,Call,Case,CASE00031,E0016,2024-05-03,18.0
ACT004992,Call,Case,CASE00032,E0092,2025-07-21,22.0
ACT004993,Email,Case,CASE00032,E0092,2025-07-18,
ACT004994,Email,Case,CASE00033,E0107,2025-07-27,
ACT004995,Call,Case,CASE00034,E0001,2024-02-19,13.0
ACT004996,Task,Case,CASE00034,E0001,2024-02-20,
ACT004997,Call,Case,CASE00034,E0001,2024-02-19,39.0
ACT004998,Call,Case,CASE00035,E0080,2025-11-20,22.0
ACT004999,Meeting,Case,CASE00035,E0080,2025-11-16,5.0
ACT005000,Meeting,Case,CASE00035,E0080,2025-11-15,41.0
ACT005001,Call,Case,CASE00035,E0080,2025-11-24,13.0
ACT005002,Call,Case,CASE00035,E0080,2025-11-16,27.0
ACT005003,Call,Case,CASE00036,E0107,2024-03-18,5.0
ACT005004,Meeting,Case,CASE00036,E0107,2024-03-18,28.0
ACT005005,Email,Case,CASE00036,E0107,2024-03-18,
ACT005006,Call,Case,CASE00036,E0107,2024-03-17,8.0
ACT005007,Email,Case,CASE00036,E0107,2024-03-18,
ACT005008,Call,Case,CASE00037,E0069,2024-06-29,36.0
ACT005009,Email,Case,CASE00038,E0051,2024-10-11,
ACT005010,Task,Case,CASE00038,E0051,2024-10-11,
ACT005011,Email,Case,CASE00038,E0051,2024-10-12,
ACT005012,Task,Case,CASE00039,E0051,2024-07-15,
ACT005013,Call,Case,CASE00039,E0051,2024-07-21,24.0
ACT005014,Email,Case,CASE00040,E0080,2024-08-29,
ACT005015,Call,Case,CASE00040,E0080,2024-08-29,10.0
ACT005016,Task,Case,CASE00041,E0103,2025-10-01,
ACT005017,Email,Case,CASE00041,E0103,2025-09-29,
ACT005018,Email,Case,CASE00041,E0103,2025-10-10,
ACT005019,Email,Case,CASE00041,E0103,2025-10-01,
ACT005020,Meeting,Case,CASE00042,E0029,2024-07-02,35.0
ACT005021,Task,Case,CASE00042,E0029,2024-07-03,
ACT005022,Email,Case,CASE00043,E0029,2024-08-26,
ACT005023,Call,Case,CASE00043,E0029,2024-08-28,25.0
ACT005024,Email,Case,CASE00044,E0080,2025-09-09,
ACT005025,Call,Case,CASE00044,E0080,2025-09-11,19.0
ACT005026,Email,Case,CASE00045,E0001,2025-12-11,
ACT005027,Call,Case,CASE00046,E0080,2024-01-13,18.0
ACT005028,Email,Case,CASE00046,E0080,2024-01-11,
ACT005029,Call,Case,CASE00046,E0080,2024-01-13,5.0
ACT005030,Email,Case,CASE00047,E0137,2024-06-22,
ACT005031,Meeting,Case,CASE00047,E0137,2024-07-01,43.0
ACT005032,Call,Case,CASE00047,E0137,2024-06-22,23.0
ACT005033,Call,Case,CASE00047,E0137,2024-06-26,34.0
ACT005034,Call,Case,CASE00047,E0137,2024-06-24,24.0
ACT005035,Email,Case,CASE00048,E0069,2024-05-12,
ACT005036,Call,Case,CASE00048,E0069,2024-05-14,5.0
ACT005037,Email,Case,CASE00049,E0107,2024-09-08,
ACT005038,Call,Case,CASE00049,E0107,2024-09-09,29.0
ACT005039,Email,Case,CASE00050,E0051,2025-04-12,
ACT005040,Call,Case,CASE00050,E0051,2025-04-12,15.0
ACT005041,Meeting,Case,CASE00050,E0051,2025-04-10,16.0
ACT005042,Email,Case,CASE00051,E0069,2025-03-31,
ACT005043,Call,Case,CASE00052,E0080,2024-12-19,24.0
ACT005044,Email,Case,CASE00053,E0137,2024-01-13,
ACT005045,Call,Case,CASE00053,E0137,2024-01-16,26.0
ACT005046,Call,Case,CASE00053,E0137,2024-01-14,29.0
ACT005047,Call,Case,CASE00053,E0137,2024-01-12,23.0
ACT005048,Call,Case,CASE00053,E0137,2024-01-16,35.0
ACT005049,Task,Case,CASE00054,E0080,2025-01-15,
ACT005050,Email,Case,CASE00054,E0080,2025-01-11,
ACT005051,Call,Case,CASE00055,E0107,2024-05-22,44.0
ACT005052,Meeting,Case,CASE00056,E0029,2025-05-13,29.0
ACT005053,Call,Case,CASE00056,E0029,2025-05-13,33.0
ACT005054,Meeting,Case,CASE00056,E0029,2025-05-14,39.0
ACT005055,Meeting,Case,CASE00056,E0029,2025-05-16,34.0
ACT005056,Email,Case,CASE00056,E0029,2025-05-16,
ACT005057,Email,Case,CASE00057,E0001,2024-08-26,
ACT005058,Meeting,Case,CASE00057,E0001,2024-08-28,20.0
ACT005059,Meeting,Case,CASE00057,E0001,2024-08-26,34.0
ACT005060,Email,Case,CASE00058,E0092,2024-02-15,
ACT005061,Email,Case,CASE00058,E0092,2024-02-15,
ACT005062,Email,Case,CASE00058,E0092,2024-02-10,
ACT005063,Call,Case,CASE00058,E0092,2024-02-12,16.0
ACT005064,Meeting,Case,CASE00058,E0092,2024-02-12,15.0
ACT005065,Call,Case,CASE00059,E0080,2025-12-02,39.0
ACT005066,Call,Case,CASE00059,E0080,2025-11-30,23.0
ACT005067,Email,Case,CASE00060,E0016,2025-06-20,
ACT005068,Email,Case,CASE00060,E0016,2025-06-21,
ACT005069,Task,Case,CASE00060,E0016,2025-06-19,
ACT005070,Task,Case,CASE00061,E0080,2025-03-22,
ACT005071,Task,Case,CASE00062,E0069,2025-04-28,
ACT005072,Email,Case,CASE00062,E0069,2025-04-21,
ACT005073,Task,Case,CASE00063,E0001,2025-05-21,
ACT005074,Task,Case,CASE00063,E0001,2025-05-21,
ACT005075,Email,Case,CASE00064,E0046,2025-10-20,
ACT005076,Call,Case,CASE00064,E0046,2025-10-20,34.0
ACT005077,Meeting,Case,CASE00064,E0046,2025-10-21,42.0
ACT005078,Call,Case,CASE00065,E0064,2025-08-20,38.0
ACT005079,Meeting,Case,CASE00065,E0064,2025-08-22,44.0
ACT005080,Call,Case,CASE00065,E0064,2025-08-21,10.0
ACT005081,Call,Case,CASE00065,E0064,2025-08-20,10.0
ACT005082,Email,Case,CASE00065,E0064,2025-08-20,
ACT005083,Email,Case,CASE00066,E0137,2025-03-31,
ACT005084,Email,Case,CASE00066,E0137,2025-03-30,
ACT005085,Meeting,Case,CASE00066,E0137,2025-03-30,32.0
ACT005086,Meeting,Case,CASE00066,E0137,2025-03-31,11.0
ACT005087,Email,Case,CASE00066,E0137,2025-03-30,
ACT005088,Call,Case,CASE00067,E0069,2025-12-10,26.0
ACT005089,Email,Case,CASE00068,E0046,2025-12-29,
ACT005090,Meeting,Case,CASE00068,E0046,2025-12-29,25.0
ACT005091,Email,Case,CASE00068,E0046,2025-12-29,
ACT005092,Call,Case,CASE00068,E0046,2025-12-30,16.0
ACT005093,Call,Case,CASE00069,E0069,2025-09-10,35.0
ACT005094,Email,Case,CASE00070,E0064,2025-01-03,
ACT005095,Task,Case,CASE00071,E0051,2025-01-19,
ACT005096,Email,Case,CASE00071,E0051,2025-01-18,
ACT005097,Email,Case,CASE00071,E0051,2025-01-18,
ACT005098,Email,Case,CASE00071,E0051,2025-01-19,
ACT005099,Task,Case,CASE00072,E0107,2025-06-11,
ACT005100,Call,Case,CASE00072,E0107,2025-06-10,6.0
ACT005101,Call,Case,CASE00073,E0080,2024-04-30,6.0
ACT005102,Task,Case,CASE00073,E0080,2024-04-28,
ACT005103,Meeting,Case,CASE00074,E0137,2024-02-02,20.0
ACT005104,Meeting,Case,CASE00075,E0137,2025-04-08,12.0
ACT005105,Email,Case,CASE00076,E0051,2024-07-09,
ACT005106,Call,Case,CASE00077,E0137,2025-05-27,15.0
ACT005107,Email,Case,CASE00077,E0137,2025-05-29,
ACT005108,Call,Case,CASE00077,E0137,2025-05-27,12.0
ACT005109,Call,Case,CASE00078,E0069,2024-05-06,40.0
ACT005110,Task,Case,CASE00078,E0069,2024-05-07,
ACT005111,Call,Case,CASE00078,E0069,2024-05-06,27.0
ACT005112,Email,Case,CASE00078,E0069,2024-05-06,
ACT005113,Email,Case,CASE00078,E0069,2024-05-07,
ACT005114,Call,Case,CASE00079,E0029,2025-07-20,28.0
ACT005115,Task,Case,CASE00079,E0029,2025-07-20,
ACT005116,Call,Case,CASE00079,E0029,2025-07-20,22.0
ACT005117,Meeting,Case,CASE00079,E0029,2025-07-19,40.0
ACT005118,Call,Case,CASE00080,E0016,2025-02-03,19.0
ACT005119,Call,Case,CASE00080,E0016,2025-02-01,26.0
ACT005120,Task,Case,CASE00081,E0170,2024-10-19,
ACT005121,Task,Case,CASE00081,E0170,2024-10-16,
ACT005122,Call,Case,CASE00082,E0046,2024-11-24,6.0
ACT005123,Call,Case,CASE00082,E0046,2024-11-23,31.0
ACT005124,Task,Case,CASE00082,E0046,2024-11-24,
ACT005125,Call,Case,CASE00082,E0046,2024-11-23,37.0
ACT005126,Call,Case,CASE00082,E0046,2024-11-23,38.0
ACT005127,Call,Case,CASE00083,E0051,2024-04-16,21.0
ACT005128,Meeting,Case,CASE00083,E0051,2024-04-16,12.0
ACT005129,Meeting,Case,CASE00083,E0051,2024-04-16,17.0
ACT005130,Email,Case,CASE00083,E0051,2024-04-16,
ACT005131,Email,Case,CASE00083,E0051,2024-04-13,
ACT005132,Email,Case,CASE00084,E0103,2024-05-21,
ACT005133,Meeting,Case,CASE00084,E0103,2024-05-20,22.0
ACT005134,Email,Case,CASE00085,E0029,2024-06-27,
ACT005135,Email,Case,CASE00085,E0029,2024-07-17,
ACT005136,Email,Case,CASE00085,E0029,2024-07-01,
ACT005137,Meeting,Case,CASE00085,E0029,2024-07-03,17.0
ACT005138,Call,Case,CASE00086,E0137,2024-12-05,18.0
ACT005139,Call,Case,CASE00086,E0137,2024-12-05,37.0
ACT005140,Email,Case,CASE00086,E0137,2024-12-05,
ACT005141,Call,Case,CASE00086,E0137,2024-12-04,27.0
ACT005142,Call,Case,CASE00087,E0092,2024-05-19,44.0
ACT005143,Call,Case,CASE00088,E0170,2024-04-08,37.0
ACT005144,Meeting,Case,CASE00088,E0170,2024-04-09,42.0
ACT005145,Call,Case,CASE00088,E0170,2024-04-09,9.0
ACT005146,Call,Case,CASE00088,E0170,2024-04-08,22.0
ACT005147,Meeting,Case,CASE00089,E0001,2024-11-28,14.0
ACT005148,Task,Case,CASE00089,E0001,2024-12-02,
ACT005149,Email,Case,CASE00089,E0001,2024-12-02,
ACT005150,Email,Case,CASE00089,E0001,2024-12-01,
ACT005151,Call,Case,CASE00089,E0001,2024-12-02,33.0
ACT005152,Call,Case,CASE00090,E0069,2024-11-26,19.0
ACT005153,Call,Case,CASE00090,E0069,2024-11-25,22.0
ACT005154,Task,Case,CASE00090,E0069,2024-11-26,
ACT005155,Call,Case,CASE00090,E0069,2024-11-26,18.0
ACT005156,Call,Case,CASE00090,E0069,2024-11-25,5.0
ACT005157,Email,Case,CASE00091,E0051,2024-09-18,
ACT005158,Call,Case,CASE00091,E0051,2024-09-14,26.0
ACT005159,Task,Case,CASE00092,E0046,2025-12-01,
ACT005160,Call,Case,CASE00092,E0046,2025-11-29,9.0
ACT005161,Call,Case,CASE00093,E0170,2025-07-16,12.0
ACT005162,Call,Case,CASE00093,E0170,2025-07-19,33.0
ACT005163,Call,Case,CASE00093,E0170,2025-07-17,35.0
ACT005164,Call,Case,CASE00093,E0170,2025-07-17,35.0
ACT005165,Email,Case,CASE00094,E0107,2025-01-08,
ACT005166,Call,Case,CASE00094,E0107,2025-01-10,7.0
ACT005167,Email,Case,CASE00094,E0107,2025-01-07,
ACT005168,Meeting,Case,CASE00095,E0137,2024-08-27,28.0
ACT005169,Call,Case,CASE00095,E0137,2024-08-20,9.0
ACT005170,Email,Case,CASE00095,E0137,2024-08-24,
ACT005171,Call,Case,CASE00095,E0137,2024-08-27,37.0
ACT005172,Call,Case,CASE00095,E0137,2024-08-21,8.0
ACT005173,Email,Case,CASE00096,E0137,2024-11-27,
ACT005174,Call,Case,CASE00096,E0137,2024-11-27,44.0
ACT005175,Call,Case,CASE00096,E0137,2024-11-26,14.0
ACT005176,Email,Case,CASE00097,E0103,2025-01-04,
ACT005177,Email,Case,CASE00097,E0103,2025-01-06,
ACT005178,Call,Case,CASE00097,E0103,2025-01-05,24.0
ACT005179,Call,Case,CASE00097,E0103,2025-01-04,25.0
ACT005180,Task,Case,CASE00097,E0103,2025-01-04,
ACT005181,Email,Case,CASE00098,E0137,2024-12-19,
ACT005182,Meeting,Case,CASE00098,E0137,2024-12-19,18.0
ACT005183,Task,Case,CASE00098,E0137,2024-12-19,
ACT005184,Meeting,Case,CASE00099,E0080,2025-10-08,17.0
ACT005185,Call,Case,CASE00099,E0080,2025-10-07,21.0
ACT005186,Call,Case,CASE00099,E0080,2025-10-08,42.0
ACT005187,Email,Case,CASE00099,E0080,2025-10-07,
ACT005188,Call,Case,CASE00099,E0080,2025-10-08,29.0
ACT005189,Call,Case,CASE00100,E0103,2024-07-04,33.0
ACT005190,Call,Case,CASE00100,E0103,2024-07-05,24.0
ACT005191,Call,Case,CASE00100,E0103,2024-06-30,7.0
ACT005192,Call,Case,CASE00100,E0103,2024-07-06,43.0
ACT005193,Meeting,Case,CASE00100,E0103,2024-07-05,21.0
ACT005194,Email,Case,CASE00101,E0069,2025-12-18,
ACT005195,Email,Case,CASE00101,E0069,2025-12-18,
ACT005196,Task,Case,CASE00101,E0069,2025-12-22,
ACT005197,Meeting,Case,CASE00101,E0069,2025-12-21,31.0
ACT005198,Task,Case,CASE00101,E0069,2025-12-24,
ACT005199,Email,Case,CASE00102,E0103,2025-02-24,
ACT005200,Email,Case,CASE00103,E0092,2024-07-26,
ACT005201,Call,Case,CASE00103,E0092,2024-07-24,20.0
ACT005202,Call,Case,CASE00103,E0092,2024-07-26,15.0
ACT005203,Call,Case,CASE00103,E0092,2024-07-26,9.0
ACT005204,Email,Case,CASE00103,E0092,2024-07-24,
ACT005205,Call,Case,CASE00104,E0051,2024-04-26,36.0
ACT005206,Call,Case,CASE00104,E0051,2024-04-26,28.0
ACT005207,Call,Case,CASE00104,E0051,2024-04-26,37.0
ACT005208,Email,Case,CASE00105,E0051,2024-02-02,
ACT005209,Meeting,Case,CASE00105,E0051,2024-02-02,12.0
ACT005210,Call,Case,CASE00105,E0051,2024-02-01,31.0
ACT005211,Task,Case,CASE00105,E0051,2024-02-01,
ACT005212,Call,Case,CASE00106,E0080,2024-03-17,10.0
ACT005213,Call,Case,CASE00107,E0069,2025-10-13,10.0
ACT005214,Call,Case,CASE00108,E0046,2024-12-24,22.0
ACT005215,Call,Case,CASE00109,E0001,2025-03-07,35.0
ACT005216,Meeting,Case,CASE00110,E0080,2024-04-08,34.0
ACT005217,Task,Case,CASE00111,E0029,2024-12-19,
ACT005218,Email,Case,CASE00111,E0029,2024-12-26,
ACT005219,Call,Case,CASE00111,E0029,2024-12-21,10.0
ACT005220,Call,Case,CASE00111,E0029,2024-12-19,34.0
ACT005221,Meeting,Case,CASE00111,E0029,2024-12-22,13.0
ACT005222,Call,Case,CASE00112,E0001,2025-05-09,29.0
ACT005223,Call,Case,CASE00112,E0001,2025-05-11,44.0
ACT005224,Email,Case,CASE00112,E0001,2025-05-12,
ACT005225,Meeting,Case,CASE00112,E0001,2025-05-10,39.0
ACT005226,Meeting,Case,CASE00113,E0001,2024-12-28,42.0
ACT005227,Meeting,Case,CASE00113,E0001,2024-12-27,34.0
ACT005228,Call,Case,CASE00114,E0064,2025-03-25,9.0
ACT005229,Email,Case,CASE00114,E0064,2025-03-25,
ACT005230,Call,Case,CASE00115,E0107,2024-07-06,26.0
ACT005231,Email,Case,CASE00115,E0107,2024-07-05,
ACT005232,Email,Case,CASE00115,E0107,2024-07-07,
ACT005233,Email,Case,CASE00115,E0107,2024-07-05,
ACT005234,Call,Case,CASE00116,E0069,2024-12-08,28.0
ACT005235,Meeting,Case,CASE00117,E0029,2024-09-02,29.0
ACT005236,Email,Case,CASE00117,E0029,2024-09-05,
ACT005237,Email,Case,CASE00118,E0051,2024-05-27,
ACT005238,Email,Case,CASE00118,E0051,2024-05-28,
ACT005239,Call,Case,CASE00119,E0046,2025-11-10,8.0
ACT005240,Call,Case,CASE00119,E0046,2025-11-10,38.0
ACT005241,Call,Case,CASE00119,E0046,2025-11-13,9.0
ACT005242,Meeting,Case,CASE00119,E0046,2025-11-10,36.0
ACT005243,Email,Case,CASE00120,E0029,2024-10-23,
ACT005244,Email,Case,CASE00121,E0064,2024-06-14,
ACT005245,Task,Case,CASE00122,E0069,2025-11-20,
ACT005246,Email,Case,CASE00122,E0069,2025-11-23,
ACT005247,Email,Case,CASE00122,E0069,2025-11-24,
ACT005248,Call,Case,CASE00123,E0069,2024-10-09,26.0
ACT005249,Email,Case,CASE00123,E0069,2024-10-11,
ACT005250,Call,Case,CASE00123,E0069,2024-10-09,9.0
ACT005251,Email,Case,CASE00123,E0069,2024-10-10,
ACT005252,Call,Case,CASE00124,E0016,2025-05-16,19.0
ACT005253,Email,Case,CASE00124,E0016,2025-05-17,
ACT005254,Call,Case,CASE00124,E0016,2025-05-16,30.0
ACT005255,Email,Case,CASE00124,E0016,2025-05-17,
ACT005256,Email,Case,CASE00124,E0016,2025-05-16,
ACT005257,Email,Case,CASE00125,E0001,2025-09-30,
ACT005258,Meeting,Case,CASE00125,E0001,2025-10-04,21.0
ACT005259,Email,Case,CASE00125,E0001,2025-10-04,
ACT005260,Call,Case,CASE00125,E0001,2025-09-30,28.0
ACT005261,Call,Case,CASE00125,E0001,2025-10-09,19.0
ACT005262,Task,Case,CASE00126,E0051,2025-08-14,
ACT005263,Task,Case,CASE00126,E0051,2025-08-14,
ACT005264,Email,Case,CASE00127,E0046,2025-04-30,
ACT005265,Email,Case,CASE00127,E0046,2025-04-30,
ACT005266,Call,Case,CASE00128,E0170,2024-04-21,27.0
ACT005267,Meeting,Case,CASE00128,E0170,2024-04-20,17.0
ACT005268,Task,Case,CASE00129,E0029,2025-12-24,
ACT005269,Call,Case,CASE00129,E0029,2025-12-24,25.0
ACT005270,Meeting,Case,CASE00129,E0029,2025-12-23,21.0
ACT005271,Email,Case,CASE00129,E0029,2025-12-23,
ACT005272,Email,Case,CASE00130,E0046,2025-12-09,
ACT005273,Email,Case,CASE00131,E0001,2025-04-18,
ACT005274,Meeting,Case,CASE00131,E0001,2025-04-18,37.0
ACT005275,Email,Case,CASE00132,E0046,2024-09-29,
ACT005276,Call,Case,CASE00132,E0046,2024-09-23,8.0
ACT005277,Meeting,Case,CASE00132,E0046,2024-09-29,7.0
ACT005278,Call,Case,CASE00133,E0170,2024-03-04,40.0
ACT005279,Meeting,Case,CASE00133,E0170,2024-03-07,31.0
ACT005280,Task,Case,CASE00133,E0170,2024-02-29,
ACT005281,Email,Case,CASE00133,E0170,2024-02-28,
ACT005282,Meeting,Case,CASE00134,E0137,2024-10-04,35.0
ACT005283,Email,Case,CASE00134,E0137,2024-10-01,
ACT005284,Email,Case,CASE00134,E0137,2024-10-04,
ACT005285,Email,Case,CASE00134,E0137,2024-10-02,
ACT005286,Task,Case,CASE00134,E0137,2024-10-04,
ACT005287,Meeting,Case,CASE00135,E0029,2025-05-15,5.0
ACT005288,Task,Case,CASE00135,E0029,2025-05-16,
ACT005289,Email,Case,CASE00135,E0029,2025-05-14,
ACT005290,Meeting,Case,CASE00135,E0029,2025-05-10,11.0
ACT005291,Meeting,Case,CASE00135,E0029,2025-05-09,15.0
ACT005292,Email,Case,CASE00136,E0170,2024-10-03,
ACT005293,Email,Case,CASE00136,E0170,2024-10-06,
ACT005294,Meeting,Case,CASE00136,E0170,2024-10-03,24.0
ACT005295,Email,Case,CASE00136,E0170,2024-10-05,
ACT005296,Email,Case,CASE00136,E0170,2024-10-06,
ACT005297,Call,Case,CASE00137,E0001,2024-08-14,11.0
ACT005298,Call,Case,CASE00137,E0001,2024-08-12,42.0
ACT005299,Call,Case,CASE00137,E0001,2024-08-12,34.0
ACT005300,Call,Case,CASE00137,E0001,2024-08-14,43.0
ACT005301,Call,Case,CASE00137,E0001,2024-08-13,42.0
ACT005302,Call,Case,CASE00138,E0103,2024-03-19,31.0
ACT005303,Email,Case,CASE00138,E0103,2024-03-21,
ACT005304,Call,Case,CASE00138,E0103,2024-03-17,24.0
ACT005305,Email,Case,CASE00138,E0103,2024-03-22,
ACT005306,Call,Case,CASE00138,E0103,2024-03-17,18.0
ACT005307,Email,Case,CASE00139,E0080,2025-04-14,
ACT005308,Call,Case,CASE00139,E0080,2025-04-16,7.0
ACT005309,Meeting,Case,CASE00139,E0080,2025-04-15,28.0
ACT005310,Call,Case,CASE00139,E0080,2025-04-15,21.0
ACT005311,Call,Case,CASE00139,E0080,2025-04-15,36.0
ACT005312,Call,Case,CASE00140,E0069,2025-07-03,42.0
ACT005313,Meeting,Case,CASE00140,E0069,2025-06-29,39.0
ACT005314,Call,Case,CASE00140,E0069,2025-06-27,34.0
ACT005315,Call,Case,CASE00140,E0069,2025-06-29,41.0
ACT005316,Email,Case,CASE00140,E0069,2025-06-28,
ACT005317,Call,Case,CASE00141,E0137,2025-06-21,20.0
ACT005318,Email,Case,CASE00141,E0137,2025-06-19,
ACT005319,Task,Case,CASE00141,E0137,2025-06-30,
ACT005320,Call,Case,CASE00142,E0064,2024-07-16,24.0
ACT005321,Task,Case,CASE00142,E0064,2024-07-18,
ACT005322,Email,Case,CASE00142,E0064,2024-07-18,
ACT005323,Email,Case,CASE00142,E0064,2024-07-14,
ACT005324,Email,Case,CASE00143,E0080,2025-09-26,
ACT005325,Call,Case,CASE00143,E0080,2025-09-19,12.0
ACT005326,Email,Case,CASE00144,E0137,2024-12-28,
ACT005327,Call,Case,CASE00144,E0137,2024-12-26,36.0
ACT005328,Call,Case,CASE00144,E0137,2024-12-26,14.0
ACT005329,Call,Case,CASE00145,E0051,2024-09-12,11.0
ACT005330,Email,Case,CASE00145,E0051,2024-09-17,
ACT005331,Email,Case,CASE00146,E0137,2025-11-12,
ACT005332,Email,Case,CASE00146,E0137,2025-11-10,
ACT005333,Email,Case,CASE00146,E0137,2025-11-11,
ACT005334,Email,Case,CASE00146,E0137,2025-11-10,
ACT005335,Email,Case,CASE00147,E0016,2025-01-28,
ACT005336,Email,Case,CASE00147,E0016,2025-01-26,
ACT005337,Call,Case,CASE00148,E0092,2025-03-28,36.0
ACT005338,Email,Case,CASE00148,E0092,2025-04-09,
ACT005339,Call,Case,CASE00148,E0092,2025-04-08,30.0
ACT005340,Call,Case,CASE00148,E0092,2025-03-30,33.0
ACT005341,Email,Case,CASE00148,E0092,2025-04-07,
ACT005342,Email,Case,CASE00149,E0137,2025-01-26,
ACT005343,Call,Case,CASE00149,E0137,2025-01-25,29.0
ACT005344,Email,Case,CASE00150,E0103,2025-10-25,
ACT005345,Email,Case,CASE00150,E0103,2025-10-21,
ACT005346,Task,Case,CASE00151,E0103,2024-12-13,
ACT005347,Call,Case,CASE00151,E0103,2024-12-12,18.0
ACT005348,Call,Case,CASE00151,E0103,2024-12-12,38.0
ACT005349,Meeting,Case,CASE00151,E0103,2024-12-12,25.0
ACT005350,Call,Case,CASE00151,E0103,2024-12-12,5.0
ACT005351,Email,Case,CASE00152,E0107,2024-06-21,
ACT005352,Call,Case,CASE00152,E0107,2024-05-27,11.0
ACT005353,Email,Case,CASE00153,E0103,2024-04-09,
ACT005354,Email,Case,CASE00154,E0001,2024-11-08,
ACT005355,Call,Case,CASE00154,E0001,2024-11-09,20.0
